t_n,r_n,p_n,F(t_n)
4.33,1.2999170726992004,0.019276609822938353,-2.240373427475562
4.34,1.2999978201260562,-0.0031252087012553463,-2.239990277363178
4.3500000000000005,1.2998545685251757,-0.02552850916549395,-2.2406698154845435
4.36,1.2994872499427466,-0.04794389879716969,-2.242408110850605
4.37,1.2988956905492324,-0.07038191414352474,-2.245194958420405
4.38,1.298079611659876,-0.09285295663850485,-2.249013540575615
4.39,1.2970386314164624,-0.1153672236962663,-2.253839870976676
4.4,1.2957722671859508,-0.1379346330751977,-2.2596420048096064
4.41,1.2942799387549584,-0.16056473806254015,-2.2663789926588818
4.42,1.2925609724247,-0.18326663076463218,-2.273999547759524
4.43,1.2906146061396657,-0.206048830443238,-2.282440387961639
4.44,1.2884399958158352,-0.22891915340369318,-2.2916242041293993
4.45,1.2860362230715918,-0.25188456040239504,-2.3014571956109693
4.46,1.2834023046077874,-0.27495097688315157,-2.3118261005403378
4.47,1.2805372035339289,-0.2981230805544339,-2.3225946337161245
4.48,1.2774398429966987,-0.3214040498593289,-2.333599227262885
4.49,1.2741091225367422,-0.3447952657396845,-2.3446439488082373
4.5,1.270543937681905,-0.3682959577241526,-2.3554944480853806
4.51,1.266743203382259,-0.39190278374106347,-2.3658707552968017
4.5200000000000005,1.2627058820070836,-0.4156093311321697,-2.3754387229244474
4.53,1.2584310167596158,-0.4394055240806628,-2.3837998667741793
4.54,1.2539177715254703,-0.46327692002462245,-2.390479322017752
4.55,1.2491654783591233,-0.48720387456701275,-2.3949115864603066
4.5600000000000005,1.2441736940341301,-0.5111605508875242,-2.3964236776419927
4.57,1.2389422673413726,-0.5351137457026454,-2.3942152853822396
4.58,1.2334714191200769,-0.5590214994378679,-2.387335461662267
4.59,1.227761837352615,-0.5828314535608923,-2.3746553629426064
4.6000000000000005,1.221814790048859,-0.6064789131662683,-2.354836558132601
4.61,1.2156322590892896,-0.629884568241119,-2.3262944568375357
4.62,1.2092170986840367,-0.6529518231486112,-2.2871565246609027
4.63,1.2025732226263175,-0.6755636816488836,-2.2352151753935736
4.64,1.1957058250510588,-0.6975791356327051,-2.1678756213707238
4.65,1.188621639913663,-0.7188290117571354,-2.082099603515343
4.66,1.181329244815916,-0.7391112443795201,-1.9743469209616038
4.67,1.1738394150260727,-0.7581855698855168,-1.840518180237717
4.68,1.1661655334182057,-0.7757676826136182,-1.6759043653825634
4.69,1.1583240613738004,-0.7915229639496011,-1.4751519018140193
4.7,1.1503350741392138,-0.8050600037661746,-1.232256061500686
4.71,1.142222861298477,-0.8159242890518229,-0.9406009956289716
4.72,1.1340165883581774,-0.8235926509312506,-0.5930713802565561
4.73,1.125751008279852,-0.8274693491334489,-0.18226826018311648
4.74,1.1174672013755085,-0.8268850362196125,0.29913084295041203
4.75,1.1092133075554598,-0.8211002708636777,0.8578222282365702
4.76,1.1010451959582348,-0.8093156997148302,1.499092001532916
4.7700000000000005,1.0930269935611632,-0.7906914141385538,2.2257651137223666
4.78,1.085231367675464,-0.7643781598835923,3.0368857372699463
4.79,1.0777394303634915,-0.7295628070253284,3.926184834382825
4.8,1.0706401115349575,-0.6855294839257706,4.8804797855287365
4.8100000000000005,1.0640288406849763,-0.6317357494284477,5.8782671139358555
4.82,1.0580053965463885,-0.5678999575174021,6.888891268273257
4.83,1.0526708415346282,-0.49409172423322617,7.872755388561925
4.84,1.048123562061724,-0.4108128533690185,8.783018784279609
4.8500000000000005,1.0444545844672477,-0.3190525819804014,9.569035493443817
4.86,1.0417425104221159,-0.2203003803376959,10.181404835097283
4.87,1.040048576860494,-0.11650339655084811,10.577991922272272
4.88,1.039412442491099,-0.00996442729949712,10.729801927997926
4.89,1.039849288314504,0.09681148425084046,10.62538038206959
4.9,1.041348672176116,0.2013015226959361,10.272627306949536
4.91,1.0438753187684229,0.3011523668997976,9.697541533822758
4.92,1.0473717195141121,0.39434123181898795,8.94023145001532
4.93,1.0517621434048028,0.4792884620942623,8.049214605039552
4.94,1.0569574887559974,0.5549111784466362,7.075328665435217
4.95,1.0628603669737355,0.6206200003904212,6.066435723321795
4.96,1.069369888763806,0.6762704772911095,5.063659656815857
4.97,1.0763857765195577,0.7220856504207873,4.099374969119728
4.98,1.0838116017722215,0.7585662750207164,3.196749950866085
4.99,1.091557102019972,0.7864021271878107,2.3704204825527633
5.0,1.0995396443159777,0.8063933419390412,1.627822467693349
5.01,1.1076849688587527,0.8193863533149368,0.9707798074857776
5.0200000000000005,1.1159273713822764,0.8262255704792062,0.3970636253680997
5.03,1.124209480268337,0.827719678364074,-0.0982420483945381
5.04,1.132481764949558,0.824620277474692,-0.5216381294818584
5.05,1.1407018858178308,0.817610193638877,-0.8803786376811398
5.0600000000000005,1.1488339688223357,0.8072988973978091,-1.1818806105324402
5.07,1.156847863765787,0.794222833171355,-1.433332234758384
5.08,1.1647184254857628,0.7788489050254677,-1.6414533944190786
5.09,1.1724248418662964,0.7615798013695164,-1.8123673367711786
5.1000000000000005,1.179950021513153,0.7427602175650833,-1.9515494241154545
5.11,1.187280046217598,0.7226833373411455,-2.0638266206720797
5.12,1.1944036882599758,0.701597162874855,-2.15340827258603
5.13,1.201311989475095,0.6797104494112344,-2.2239344201380846
5.14,1.2079978972482004,0.6571981159005171,-2.2785322820053584
5.15,1.2144559517931053,0.6342060804276208,-2.3198748125738975
5.16,1.2206820188567526,0.6108555185451913,-2.3502375639120254
5.17,1.226673062164009,0.5872465722444021,-2.371551696245791
5.18,1.2324269503016407,0.5634615534603863,-2.385452060557377
5.19,1.2379422932332167,0.539567693284762,-2.393319974567499
5.2,1.243218304167336,0.5156194896907391,-2.3963207442370598
5.21,1.2482546830270316,0.49166070480777546,-2.395436232355672
5.22,1.2530515182634916,0.46772605912057996,-2.391492905083433
5.23,1.257609204209443,0.4438426653977566,-2.3851858394812435
5.24,1.2619283715714467,0.42003124030225236,-2.377099179619605
5.25,1.2660098290154882,0.39630712687602737,-2.3677235056253925
5.26,1.269854514108967,0.3726811566377508,-2.3574705420299225
5.2700000000000005,1.273463452148243,0.349160375990906,-2.346685587339045
5.28,1.2768377216287852,0.325748658049265,-2.3356580009891483
5.29,1.2799784253092283,0.30244721784536394,-2.324630039791062
5.3,1.2828866659856923,0.2792550461703085,-2.313804295220025
5.3100000000000005,1.2855635262326344,0.2561692749630895,-2.3033499462237765
5.32,1.288010051484954,0.23318548518303878,-2.2934080097863685
5.33,1.290227235936295,0.21029796641823556,-2.2840957431742774
5.34,1.2922160108133185,0.18749993606587062,-2.2755103272987105
5.3500000000000005,1.2939772346576122,0.1647837247315586,-2.2677319395636895
5.36,1.2955116853079496,0.1421409335011613,-2.2608263065157708
5.37,1.2968200533276353,0.11956256791280409,-2.2548468111556716
5.38,1.2979029366662056,0.09703915277439695,-2.249836216525755
5.39,1.2987608363831231,0.07456083141279954,-2.245828055793727
5.4,1.2993941532944613,0.05211745248788299,-2.242847729189582
5.41,1.2998031854328806,0.02969864714427832,-2.2409133395313523
5.42,1.299988126237347,0.007293898994439517,-2.2400362904364077
5.43,1.2999490634127695,-0.015107390779872335,-2.2402216644259627
5.44,1.2996859784217494,-0.03751584106089269,-2.2414683917781075
5.45,1.2991987465915515,-0.05994202909464137,-2.2437692149716293
5.46,1.2984871378398564,-0.08239642740800579,-2.247110447701254
5.47,1.2975508180433912,-0.10488933725426912,-2.251471521551411
5.48,1.2963893510947708,-0.12743081639855613,-2.256824307305994
5.49,1.29500220171542,-0.15003059889186146,-2.26313219135507
5.5,1.2933887391169334,-0.1726980042513072,-2.27034888053408
5.51,1.2915482416303936,-0.19544183315786345,-2.2784169007771693
5.5200000000000005,1.289479902453776,-0.21827024639146192,-2.2872657459425225
5.53,1.2871828367025642,-0.24119062323519944,-2.296809622804981
5.54,1.284656089989072,-0.2642093949802731,-2.3069447262097595
5.55,1.281898648802959,-0.2873318484333542,-2.3175459644064555
5.5600000000000005,1.278909453020405,-0.31056189344671836,-2.328463038266384
5.57,1.2756874109340246,-0.3339017874332009,-2.339515759030128
5.58,1.272231417271741,-0.3573518085634467,-2.3504884670190345
5.59,1.2685403747627557,-0.3809098678383487,-2.361123387961353
5.6000000000000005,1.2646132199149742,-0.40457104844746805,-2.37111273386252
5.61,1.2604489537938064,-0.4283270587239483,-2.380089321433522
5.62,1.2560466787404951,-0.45216558254584427,-2.387615442945678
5.63,1.2514056421428894,-0.47606950817236493,-2.3931696823584554
5.64,1.246525288577048,-0.5000160132075138,-2.396131324671314
5.65,1.2414053218787393,-0.5239754796344718,-2.395761960720286
5.66,1.2360457789843586,-0.5479102086717059,-2.3911838467265403
5.67,1.2304471177053051,-0.5717729006248904,-2.381354543910361
5.68,1.2246103209718606,-0.59550486008529,-2.365037348169568
5.69,1.2185370205035992,-0.6190338820176668,-2.340767038305788
5.7,1.2122296433315072,-0.6422717699412058,-2.3068105464020094
5.71,1.205691585104775,-0.6651114342704527,-2.261122319447375
5.72,1.198927414646098,-0.6874235180974912,-2.2012944459603307
5.73,1.191943114742825,-0.7090525009981913,-2.1245021341796724
5.74,1.184746364626134,-0.7298122413916402,-2.0274459445101227
5.75,1.1773468699149923,-0.7494809382414838,-1.9062934254585726
5.76,1.1697567458613045,-0.7677955285802333,-1.7566246422913245
5.7700000000000005,1.1619909593433875,-0.7844455953816033,-1.5733887179826742
5.78,1.1540678339536723,-0.7990669496843673,-1.3508821425701343
5.79,1.1460096203497,-0.811235182621396,-1.0827644448356106
5.8,1.1378431303012442,-0.8204596695986576,-0.7621329506167025
5.8100000000000005,1.1296004269577269,-0.8261787624080383,-0.38168561125945955
5.82,1.1213195550530834,-0.8277572334955833,0.06599139375047303
5.83,1.1130452822878152,-0.8244874368684643,0.5879679316733357
5.84,1.104829806315714,-0.8155960970756455,1.1903000268904167
5.8500000000000005,1.096733360346302,-0.800259068495624,1.877105689113895
5.86,1.0888246249458013,-0.7776267025286476,2.64936750428138
5.87,1.0811808262957288,-0.7468624284230881,3.5034873168305145
5.88,1.0738873763773396,-0.7071965291980256,4.429692528181996
5.89,1.0670368957117684,-0.6579955740351978,5.410498504383558
5.9,1.0607274648966356,-0.5988453070261307,6.419554897429867
5.91,1.0550599895712456,-0.5296409731611922,7.421311875557845
5.92,1.0501346454334115,-0.4506745220554713,8.37197834558633
5.93,1.0460464991301361,-0.3627039343810213,9.222139189303679
5.94,1.042880566745791,-0.26698772221818473,9.92110324326363
5.95,1.0407067446857723,-0.16526927493596805,10.422586213179702
5.96,1.0395751812470717,-0.059702274050820986,10.69081396384971
5.97,1.039512699204756,0.047280649267296734,10.705770699773835
5.98,1.0405207942324177,0.15314111387735777,10.466322222238372
5.99,1.0425755214823034,0.25542470883851925,9.990396769993927
6.0,1.0456292884091882,0.3519375668474172,9.312174831785665
6.01,1.0496142728192517,0.44088357910636644,8.477027620004172
6.0200000000000005,1.0544469599913155,0.5209459365147152,7.535443861665577
6.03,1.0600331915495458,0.591309364554821,6.5372417463555745
6.04,1.0662731472824118,0.651630749083175,5.527035159315217
6.05,1.0730658065312093,0.7019729805485471,4.541411133759207
6.0600000000000005,1.0803126068933828,0.7427190044637076,3.6077936492729155
6.07,1.0879201866204835,0.7744812271166537,2.7446508813162804
6.08,1.0958022314357159,0.7980173690384538,1.9625775030437458
6.09,1.1038805340012527,0.8141592907820971,1.265806845684918
6.1000000000000005,1.112085417251358,0.823757379313567,0.6538108606090454
6.11,1.120355681587524,0.8276402814270076,0.1227695620790934
6.12,1.1286382228798981,0.8265881277860262,-0.333200290275387
6.13,1.1368874441432446,0.8213166783430987,-0.7210895983100958
6.140000000000001,1.14506455644676,0.8124697339680885,-1.048299276691957
6.15,1.1531368388226064,0.8006174277586843,-1.3221619651888896
6.16,1.1610769050019338,0.7862584319497103,-1.5496371966058913
6.17,1.1688620074616005,0.7698245655467888,-1.7371360839784278
6.18,1.1764733963128695,0.7516866953586024,-1.8904379536588327
6.19,1.1838957413687727,0.7321611603584284,-2.014669046375987
6.2,1.1911166195200382,0.7115162112844756,-2.1143207684145677
6.21,1.198126065594462,0.6899781511816268,-2.1932912521552073
6.22,1.2049161825436707,0.6677370000613526,-2.254938971899626
6.23,1.2114808055956892,0.6449516005608401,-2.3021409282028817
6.24,1.2178152145548875,0.6217541426690609,-2.337350650152952
6.25,1.2239158884490704,0.5982541234868347,-2.3626531862922873
6.26,1.229780297024624,0.5745417797484382,-2.3798155613870007
6.2700000000000005,1.235406724044039,0.5506910417652926,-2.3903320352421344
6.28,1.2407941178599298,0.526762061377018,-2.3954640424127893
6.29,1.2459419652715795,0.5028033660822453,-2.396275016541756
6.3,1.2508501851815748,0.4788536885900749,-2.3936604818923315
6.3100000000000005,1.2555190390433808,0.4549435167891234,-2.3883738782979576
6.32,1.2599490555173571,0.4310964043502669,-2.3810486094733476
6.33,1.264140967130386,0.4073300773411566,-2.3722167923487105
6.34,1.2680956570641801,0.38365736761600644,-2.3623251526813265
6.3500000000000005,1.2718141144827062,0.36008699950284073,-2.3517484699518194
6.36,1.2752973970542372,0.33662425250846156,-2.3408009289240153
6.37,1.2785465995328755,0.3132715194132167,-2.329745690124957
6.38,1.2815628274425015,0.29002877621720036,-2.3188029490783135
6.390000000000001,1.2843471750572195,0.26689397789430863,-2.308156715500032
6.4,1.2869007070003875,0.24386339177054053,-2.297960509253589
6.41,1.2892244428926303,0.22093187852595675,-2.2883421396631665
6.42,1.2913193445709068,0.1980931292848439,-2.2794077085594004
6.43,1.2931863054783272,0.1753398659679234,-2.271244954824704
6.44,1.2948261418902651,0.152664010999783,-2.263926038803372
6.45,1.2962395856983229,0.1300568315641277,-2.257509848327686
6.46,1.2974272785215477,0.10750906285307005,-2.252043893883843
6.47,1.298389766955384,0.08501101414250947,-2.247565848228272
6.48,1.2991274988043977,0.06255266102522905,-2.244104775227814
6.49,1.2996408201758887,0.04012372673142991,-2.241682083532014
6.5,1.2999299733390264,0.0177137551506681,-2.2403122326203473
6.51,1.2999950952789021,-0.004687822070218898,-2.2400032115570525
6.5200000000000005,1.299836216897622,-0.027091622149051947,-2.240756804209557
6.53,1.2994532628359212,-0.04950824941279722,-2.2425686485394967
6.54,1.2988460519093663,-0.07194823311382566,-2.245428091666191
6.55,1.2980142981736447,-0.0944219627548891,-2.2493178365464956
6.5600000000000005,1.2969576126542686,-0.11693961878826675,-2.2542133701290346
6.57,1.2956755057978795,-0.13951109642160134,-2.2600821565378837
6.58,1.2941673907258364,-0.16214592006441408,-2.266882572024669
6.59,1.2924325873965912,-0.1848531456789779,-2.274562550888093
6.6000000000000005,1.290470327812257,-0.2076412479487456,-2.2830579030654503
6.61,1.288279762437616,-0.23051798873605334,-2.2922902543960935
6.62,1.2858599680375358,-0.2534902627548196,-2.3021645493571627
6.63,1.2832099571825195,-0.2765639157168993,-2.3125660430587796
6.640000000000001,1.2803286897231976,-0.2997435294027269,-2.323356694106744
6.65,1.2772150865944651,-0.32303216713431165,-2.3343708522102005
6.66,1.2738680463805114,-0.34643107196395895,-2.3454101137192622
6.67,1.270286465155186,-0.36993930850357887,-2.3562371942047178
6.68,1.26646926021044,-0.3935533376713181,-2.366568639343134
6.69,1.2624153984017594,-0.41726651168516843,-2.376066163426933
6.7,1.2581239299767364,-0.44106847434543023,-2.384326368625425
6.71,1.2535940289148506,-0.46494444897768694,-2.3908685578259212
6.72,1.2488250409971824,-0.4888743933175439,-2.3951203101454706
6.73,1.2438165410484996,-0.5128319970808788,-2.396400442521504
6.74,1.2385684010555646,-0.536783493973382,-2.3938989359791356
6.75,1.2330808711690318,-0.5606862554836364,-2.3866533660717444
6.76,1.2273546759458918,-0.5844871290713968,-2.3735213514803335
6.7700000000000005,1.2213911285876038,-0.6081204785048635,-2.3531485352130193
6.78,1.2151922663757944,-0.6315058794717997,-2.323931658174229
6.79,1.2087610109981677,-0.6545454197791003,-2.283976403285883
6.8,1.2021013579802124,-0.6771205514007625,-2.23104992104657
6.8100000000000005,1.1952185999701523,-0.69908844277254,-2.1625283533089243
6.82,1.1881195891247616,-0.7202777862058727,-2.0753403333576097
6.83,1.180813044246035,-0.7404840302159843,-1.9659084686647228
6.84,1.173309908520442,-0.7594640343297117,-1.8300923540807479
6.8500000000000005,1.1656237635594406,-0.7769301905985312,-1.6631388996831586
6.86,1.1577713047084712,-0.7925441295928713,-1.4596488991848804
6.87,1.1497728809675833,-0.8059102392068577,-1.2135730236123785
6.88,1.1416530999243342,-0.8165693840972996,-0.9182559544760007
6.890000000000001,1.1334414932856374,-0.8239934346202512,-0.5665541501143201
6.9,1.1251732312319291,-0.8275815072372931,-0.15106037329405675
6.91,1.1168898631408914,-0.8266591866923247,0.33552448228772347
6.92,1.1086400474980824,-0.8204824306050176,0.8998267351737184
6.93,1.1004802145287909,-0.8082483064006148,1.5469981057068232
6.94,1.09247508137007,-0.7891150880297735,2.2796455684614436
6.95,1.0846979127681955,-0.7622343890798948,3.096494221514284
6.96,1.0772303935884722,-0.7267976969894034,3.990844196583982
6.97,1.0701619588284073,-0.682098606835486,4.948973834199519
6.98,1.0635884214517624,-0.627609943380108,5.9487588568760685
6.99,1.057609759960805,-0.5630716580073462,6.95889821767631
7.0,1.0523269882916153,-0.4885810905346115,7.939215276870611
7.01,1.0478381381501127,-0.40467265482267156,8.842471865517378
7.0200000000000005,1.044233535195162,-0.3123706506553523,9.617928967946472
7.03,1.0415907251370058,-0.21319854597530194,10.2164919680636
7.04,1.039969564275656,-0.10913227810857462,10.596761605281863
7.05,1.0394080795748342,-0.002494227056481557,10.730848605136751
7.0600000000000005,1.0399196797345263,0.10420313794550408,10.608624395260374
7.07,1.0414921423337442,0.2084428982135123,10.239327658341267
7.08,1.0440885376987965,0.307890024576139,9.650097614184075
7.09,1.047649942825267,0.4005496437538664,8.881826221361406
7.1000000000000005,1.0520995305738738,0.48487571020550924,7.9833870689671595
7.11,1.0573474570293773,0.5598204817665057,7.005567243232132
7.12,1.063295940209204,0.6248276214197681,5.99586068742036
7.13,1.0698440094577728,0.679781056704022,4.994826369430427
7.140000000000001,1.0768915613432846,0.7249261669630515,4.034195682375456
7.15,1.0843425327970337,0.7607796937154131,3.1365096680968687
7.16,1.0921071552175927,0.7880415109025104,2.315853769322591
7.17,1.1001033630150838,0.8075168794001616,1.5792199302076462
7.18,1.108257492805596,0.8200534806823797,0.9281003262359793
7.19,1.1165044326287314,0.8264941681497615,0.3600371672403777
7.2,1.1247873761685911,0.8276442107972001,-0.13002863775266427
7.21,1.1330573168446754,0.8242506950177529,-0.548674518136754
7.22,1.141272390068946,0.8169914101351168,-0.9031824583904782
7.23,1.1493971450473777,0.8064706766802469,-1.2009642325835044
7.24,1.157401803602551,0.7932199473760629,-1.4491816282532897
7.25,1.165261543994899,0.7777014591845814,-1.654516010043007
7.26,1.1729558327862428,0.7603136472511536,-1.823046376642568
7.2700000000000005,1.1804678169399223,0.7413974032639832,-1.9602024207915119
7.28,1.1877837808515226,0.7212425573758431,-2.070766756836502
7.29,1.1948926680874392,0.7000941870299996,-2.158907312332205
7.3,1.2017856645921228,0.6781585181165375,-2.228226470360216
7.3100000000000005,1.2084558384497701,0.6556082964415743,-2.2818178646324307
7.32,1.2148978305209543,0.632587582525347,-2.322324918613027
7.33,1.2211075901002773,0.6092159704637599,-2.351997493704398
7.34,1.2270821499302296,0.5855922600902769,-2.3727445809921903
7.3500000000000005,1.2328194353020827,0.5617976270867516,-2.3861820197128614
7.36,1.2383181024719645,0.5378983424818108,-2.3936749012753116
7.37,1.243577402151719,0.5139480943082889,-2.3963747334290515
7.38,1.2485970643581303,0.489989962248762,-2.395251678476327
7.390000000000001,1.2533772013966942,0.46605809234573353,-2.3911223021293666
7.4,1.257918226205045,0.442179114246913,-2.384673317634747
7.41,1.2622207836816324,0.41837333859947495,-2.376481811852853
7.42,1.2662856929770343,0.39465576746340025,-2.3670324153620927
7.43,1.2701138990309002,0.3710369461866603,-2.356731839985905
7.44,1.2737064319007674,0.3475236811743836,-2.345921162469436
7.45,1.2770643726543878,0.3241196444254564,-2.3348861873160027
7.46,1.2801888247892765,0.30082588259926135,-2.323866177922997
7.47,1.2830808903063728,0.27764124568624676,-2.3130612046799244
7.48,1.2857416497030014,0.25456274805134566,-2.302638322300296
7.49,1.2881721452673998,0.23158587265724878,-2.292736756519077
7.5,1.2903733671561464,0.20870482761338313,-2.283472252254051
7.51,1.2923462418196676,0.18591276279666696,-2.274940711089183
7.5200000000000005,1.2940916224120798,0.16320195311573438,-2.2672212250973325
7.53,1.2956102808819823,0.14056395400944557,-2.2603785961604306
7.54,1.2969029014922688,0.11798973395536347,-2.254465414655992
7.55,1.2979700755610897,0.09546978809071871,-2.24952375827296
7.5600000000000005,1.2988122972540832,0.07299423649713874,-2.245586560443034
7.57,1.2994299602910324,0.05055291025439344,-2.242678688106024
7.58,1.2998233554591712,0.02813542801394921,-2.2408177599828223
7.59,1.2999926688513115,0.005731265569282815,-2.2400147289504573
7.6000000000000005,1.299937980770557,-0.016670179301812846,-2.240274245268675
7.61,1.2996592652652754,-0.03907952458358202,-2.241594811085159
7.62,1.2991563902788854,-0.06150734229225757,-2.2439687306499505
7.63,1.2984291184194303,-0.08396409521956605,-2.247381854811745
7.640000000000001,1.2974771083744943,-0.1064600700559556,-2.2518131124661656
7.65,1.2962999170183114,-0.12900530469575822,-2.2572338154943576
7.66,1.2948970022805792,-0.15160950735912,-2.2636067171779963
7.67,1.293267726871129,-0.1742819649295148,-2.2708847969009693
7.68,1.2914113629819888,-0.19703143759365735,-2.2790097359275387
7.69,1.2893270981192557,-0.21986603647298877,-2.287910039938747
7.7,1.287014042252529,-0.24279308044039244,-2.2974987535419835
7.71,1.2844712365104478,-0.2658189277073064,-2.307670699840813
7.72,1.2816976636983826,-0.28894877702664307,-2.318299164026522
7.73,1.2786922609699147,-0.3121864324640695,-2.329231923458771
7.74,1.2754539350491012,-0.3355340246185636,-2.340286507440041
7.75,1.2719815804775436,-0.3589916798929612,-2.3512445474394816
7.76,1.2682741014512422,-0.38255712789253465,-2.3618450524752044
7.7700000000000005,1.2643304379196931,-0.40622523522669407,-2.371776414356682
7.78,1.2601495967467085,-0.429987451864858,-2.380666913276105
7.79,1.255730688882396,-0.45383115371025967,-2.3880734558042356
7.8,1.2510729736725033,-0.4777388621646914,-2.393468235082111
7.8100000000000005,1.2461759116391022,-0.5016873181299272,-2.3962229579650436
7.82,1.241039227309905,-0.5256463841107529,-2.3955902382001004
7.83,1.2356629839568873,-0.5495777438627255,-2.3906817121944166
7.84,1.2300476724326503,-0.5734333644280628,-2.380442400873048
7.8500000000000005,1.2241943166683262,-0.597153680570445,-2.3636208276033965
7.86,1.2181045988212416,-0.620665456827218,-2.338734423751184
7.87,1.2117810075317819,-0.643879278114043,-2.304029833613824
7.88,1.2052270132589606,-0.6666866168015689,-2.2574379038913635
7.890000000000001,1.1984472751957504,-0.6889564236186467,-2.196523459524186
7.9,1.191447884786588,-0.7105311934076504,-2.1184304982765303
7.91,1.1842366513275977,-0.7312224672893387,-2.019824278061132
7.92,1.1768234354408014,-0.7508057539458175,-1.896833053234631
7.930000000000001,1.1692205362486814,-0.7690148897344267,-1.7449941044872004
7.94,1.1614431376461127,-0.7855359172589581,-1.5592114004190956
7.95,1.1535098179035022,-0.8000006539786537,-1.3337359435200353
7.96,1.1454431245665397,-0.811980257597198,-1.0621847801888382
7.97,1.1372702127515584,-0.8209792858634092,-0.7376208730533897
7.98,1.1290235388492718,-0.8264310070018588,-0.35272335463653315
7.99,1.1207415926115214,-0.8276950507222621,0.09991461055586948
8.0,1.1124696378348264,-0.8240588944292259,0.6273166480513783
8.01,1.1042604147229367,-0.81474512766309,1.2354367051757786
8.02,1.0961747352815645,-0.7989268637898385,1.9282160694745345
8.03,1.08828187744714,-0.7757539476182437,2.70636716484443
8.040000000000001,1.0806596563291997,-0.7443925437856418,3.565913601675957
8.05,1.073394026571427,-0.7040800138773535,4.496592379981697
8.06,1.0665780560516525,-0.6541953969805719,5.4803309993746225
8.07,1.0603101186318156,-0.5943430627231978,6.490135852100214
8.08,1.0546911947971886,-0.5244432158029929,7.489833531940773
8.09,1.049821254315756,-0.44481837228537535,8.43513517158274
8.1,1.0457948273514812,-0.3562608130048663,9.276376684519075
8.11,1.0426960380556585,-0.2600640354159559,9.962978833262998
8.120000000000001,1.040593546643162,-0.15800316753919066,10.44919474209005
8.13,1.0395359747048745,-0.05225620735197621,10.70019729535284
8.14,1.0395484224961222,0.054730866628814406,10.697217500805282
8.15,1.0406305920374506,0.16041936079633223,10.440481332698281
8.16,1.0427568097120488,0.262367635956782,9.949173699391668
8.17,1.045877944756586,0.35840570056414583,9.258439222081106
8.18,1.0499249237233315,0.44676893008983115,8.414206683055951
8.19,1.0548133233583825,0.5261754416909914,7.467095637176106
8.2,1.0604484325571513,0.5958443691305145,6.466689850728522
8.21,1.0667302107409928,0.655463389646076,5.457114252383775
8.22,1.073557700350073,0.7051206388999705,4.474335598395127
8.23,1.0808326235189925,0.7452179848654983,3.5451335947104328
8.24,1.0884620600473829,0.7763805768073344,2.6873847936568005
8.25,1.0963602350551391,0.7993734428730707,1.9111884194904407
8.26,1.1044495289048444,0.8150313565873799,1.2203943233714196
8.27,1.1126608621868868,0.8242043258617281,0.6141995314982069
8.28,1.1209336154220788,0.8277183404573869,0.0886033876335639
8.290000000000001,1.1292152289960344,0.8263494450253792,-0.3623824740351087
8.3,1.1374606043225863,0.8208085456179013,-0.7457974074604814
8.31,1.1456313999083922,0.811734304496619,-1.0690508167959694
8.32,1.1536952904125186,0.7996917630460122,-1.339457473325386
8.33,1.1616252351693126,0.7851747602506702,-1.5639430857430123
8.34,1.169398785617532,0.7686106621543753,-1.7488765335159666
8.35,1.1769974484124,0.7503663209394635,-1.8999917094664036
8.36,1.1844061120363212,0.7307545142385089,-2.0223696307245236
8.370000000000001,1.19161253869717,0.7100403721954497,-2.1204587778873183
8.38,1.1986069194802302,0.6884474892479702,-2.1981178116085904
8.39,1.2053814884821294,0.6661635516243994,-2.2586697131055518
8.4,1.2119301905127182,0.6433454026406645,-2.304960083641437
8.41,1.2182483965349427,0.6201235271703581,-2.3394150104198412
8.42,1.2243326610561251,0.5966059732255983,-2.3640957785321204
8.43,1.2301805159994545,0.5728817494384955,-2.380748978888448
8.44,1.2357902960448952,0.5490237475683621,-2.3908513951382178
8.45,1.2411609909508219,0.5250912427067093,-2.3956495771923585
8.46,1.2462921208990292,0.5011320232127469,-2.3961943216001313
8.47,1.2511836314150766,0.4771841993558021,-2.39337044978882
8.48,1.2558358048861453,0.45327773533857874,-2.3879223536558545
8.49,1.2602491861218483,0.4294357445775629,-2.380475798547312
8.5,1.2644245197776967,0.4056755832871701,-2.3715564595312384
8.51,1.2683626977875917,0.3820097728220158,-2.3616056334996256
8.52,1.272064715234137,0.35844677701963645,-2.3509935269762425
8.53,1.2755316333279845,0.334991657015695,-2.3400304738120496
8.540000000000001,1.2787645483744507,0.31164662268683396,-2.3289763919601567
8.55,1.2817645657817212,0.2884114969953426,-2.3180487463381194
8.56,1.2845327783143576,0.2652841070314144,-2.307429246447511
8.57,1.2870702479223495,0.242260613432644,-2.297269473306577
8.58,1.2893779905830105,0.21933578806441242,-2.2876956003397377
8.59,1.2914569636836377,0.1965032483281698,-2.2788123469087873
8.6,1.293308055549574,0.17375565518962452,-2.2707062808002676
8.61,1.2949320767874302,0.15108488095167535,-2.263448566789565
8.620000000000001,1.2963297531686075,0.12848215190788959,-2.257097241967589
8.63,1.297501719825588,0.1059381702758486,-2.2516990844406077
8.64,1.2984485165741244,0.08344321920400487,-2.2472911299281404
8.65,1.2991705842096681,0.06098725415260508,-2.243901880351817
8.66,1.2996682616571766,0.03855998355370534,-2.2415522394281306
8.67,1.2999417838807423,0.0161509413451652,-2.2402562022798973
